id,title,abstract,categories,authors,published_date,updated_date
2503.17025v1,A Guide to Bayesian Networks Software Packages for Structure and Parameter Learning -- 2025 Edition,"A representation of the cause-effect mechanism is needed to enable artificial
intelligence to represent how the world works. Bayesian Networks (BNs) have
proven to be an effective and versatile tool for this task. BNs require
constructing a structure of dependencies among variables and learning the
parameters that govern these relationships. These tasks, referred to as
structural learning and parameter learning, are actively investigated by the
research community, with several algorithms proposed and no single method
having established itself as standard. A wide range of software, tools, and
packages have been developed for BNs analysis and made available to academic
researchers and industry practitioners. As a consequence of having no
one-size-fits-all solution, moving the first practical steps and getting
oriented into this field is proving to be challenging to outsiders and
beginners. In this paper, we review the most relevant tools and software for
BNs structural and parameter learning to date, providing our subjective
recommendations directed to an audience of beginners. In addition, we provide
an extensive easy-to-consult overview table summarizing all software packages
and their main features. By improving the reader understanding of which
available software might best suit their needs, we improve accessibility to the
field and make it easier for beginners to take their first step into it.","['cs.AI', 'I.2']","['Joverlyn Gaudillo', 'Nicole Astrologo', 'Fabio Stella', 'Enzo Acerbi', 'Francesco Canonaco']",2025-03-21,2025-03-21
2503.17024v1,A Tale of Two Classes: Adapting Supervised Contrastive Learning to Binary Imbalanced Datasets,"Supervised contrastive learning (SupCon) has proven to be a powerful
alternative to the standard cross-entropy loss for classification of
multi-class balanced datasets. However, it struggles to learn well-conditioned
representations of datasets with long-tailed class distributions. This problem
is potentially exacerbated for binary imbalanced distributions, which are
commonly encountered during many real-world problems such as medical diagnosis.
In experiments on seven binary datasets of natural and medical images, we show
that the performance of SupCon decreases with increasing class imbalance. To
substantiate these findings, we introduce two novel metrics that evaluate the
quality of the learned representation space. By measuring the class
distribution in local neighborhoods, we are able to uncover structural
deficiencies of the representation space that classical metrics cannot detect.
Informed by these insights, we propose two new supervised contrastive learning
strategies tailored to binary imbalanced datasets that improve the structure of
the representation space and increase downstream classification accuracy over
standard SupCon by up to 35%. We make our code available.","['cs.LG', 'cs.CV']","['David Mildenberger', 'Paul Hager', 'Daniel Rueckert', 'Martin J Menten']",2025-03-21,2025-03-21
2503.17020v1,Benign Overfitting with Quantum Kernels,"Quantum kernels quantify similarity between data points by measuring the
inner product between quantum states, computed through quantum circuit
measurements. By embedding data into quantum systems, quantum kernel feature
maps, that may be classically intractable to compute, could efficiently exploit
high-dimensional Hilbert spaces to capture complex patterns. However, designing
effective quantum feature maps remains a major challenge. Many quantum kernels,
such as the fidelity kernel, suffer from exponential concentration, leading to
near-identity kernel matrices that fail to capture meaningful data correlations
and lead to overfitting and poor generalization. In this paper, we propose a
novel strategy for constructing quantum kernels that achieve good
generalization performance, drawing inspiration from benign overfitting in
classical machine learning. Our approach introduces the concept of local-global
quantum kernels, which combine two complementary components: a local quantum
kernel based on measurements of small subsystems and a global quantum kernel
derived from full-system measurements. Through numerical experiments, we
demonstrate that local-global quantum kernels exhibit benign overfitting,
supporting the effectiveness of our approach in enhancing quantum kernel
methods.","['quant-ph', 'cs.LG', 'stat.ML']","['Joachim Tomasi', 'Sandrine Anthoine', 'Hachem Kadri']",2025-03-21,2025-03-21
2503.17018v1,Symbolic Audio Classification via Modal Decision Tree Learning,"The range of potential applications of acoustic analysis is wide.
Classification of sounds, in particular, is a typical machine learning task
that received a lot of attention in recent years. The most common approaches to
sound classification are sub-symbolic, typically based on neural networks, and
result in black-box models with high performances but very low transparency. In
this work, we consider several audio tasks, namely, age and gender recognition,
emotion classification, and respiratory disease diagnosis, and we approach them
with a symbolic technique, that is, (modal) decision tree learning. We prove
that such tasks can be solved using the same symbolic pipeline, that allows to
extract simple rules with very high accuracy and low complexity. In principle,
all such tasks could be associated to an autonomous conversation system, which
could be useful in different contexts, such as an automatic reservation agent
for an hospital or a clinic.","['cs.SD', 'cs.AI', 'cs.LG', 'eess.AS', '68T05', 'I.2.6']","['Enrico Marzano', 'Giovanni Pagliarini', 'Riccardo Pasini', 'Guido Sciavicco', 'Ionel Eduard Stan']",2025-03-21,2025-03-21
2503.17017v1,Specifying What You Know or Not for Multi-Label Class-Incremental Learning,"Existing class incremental learning is mainly designed for single-label
classification task, which is ill-equipped for multi-label scenarios due to the
inherent contradiction of learning objectives for samples with incomplete
labels. We argue that the main challenge to overcome this contradiction in
multi-label class-incremental learning (MLCIL) lies in the model's inability to
clearly distinguish between known and unknown knowledge. This ambiguity hinders
the model's ability to retain historical knowledge, master current classes, and
prepare for future learning simultaneously. In this paper, we target at
specifying what is known or not to accommodate Historical, Current, and
Prospective knowledge for MLCIL and propose a novel framework termed as HCP.
Specifically, (i) we clarify the known classes by dynamic feature purification
and recall enhancement with distribution prior, enhancing the precision and
retention of known information. (ii) We design prospective knowledge mining to
probe the unknown, preparing the model for future learning. Extensive
experiments validate that our method effectively alleviates catastrophic
forgetting in MLCIL, surpassing the previous state-of-the-art by 3.3% on
average accuracy for MS-COCO B0-C10 setting without replay buffers.","['cs.LG', 'cs.CV']","['Aoting Zhang', 'Dongbao Yang', 'Chang Liu', 'Xiaopeng Hong', 'Yu Zhou']",2025-03-21,2025-03-21
2503.17015v1,Do regularization methods for shortcut mitigation work as intended?,"Mitigating shortcuts, where models exploit spurious correlations in training
data, remains a significant challenge for improving generalization.
Regularization methods have been proposed to address this issue by enhancing
model generalizability. However, we demonstrate that these methods can
sometimes overregularize, inadvertently suppressing causal features along with
spurious ones. In this work, we analyze the theoretical mechanisms by which
regularization mitigates shortcuts and explore the limits of its effectiveness.
Additionally, we identify the conditions under which regularization can
successfully eliminate shortcuts without compromising causal features. Through
experiments on synthetic and real-world datasets, our comprehensive analysis
provides valuable insights into the strengths and limitations of regularization
techniques for addressing shortcuts, offering guidance for developing more
robust models.","['cs.LG', 'stat.ML']","['Haoyang Hong', 'Ioanna Papanikolaou', 'Sonali Parbhoo']",2025-03-21,2025-03-21
2503.17013v1,Developing Critical Thinking in Second Language Learners: Exploring Generative AI like ChatGPT as a Tool for Argumentative Essay Writing,"This study employs the Paul-Elder Critical Thinking Model and Tan's
argumentative writing framework to create a structured methodology. This
methodology, ChatGPT Guideline for Critical Argumentative Writing (CGCAW)
framework, integrates the models with ChatGPT's capabilities to guide L2
learners in utilizing ChatGPT to enhance their critical thinking skills. A
quantitative experiment was conducted with 10 participants from a state
university, divided into experimental and control groups. The experimental
group utilized the CGCAW framework, while the control group used ChatGPT
without specific guidelines. Participants wrote an argumentative essay within a
40-minute timeframe, and essays were evaluated by three assessors: ChatGPT,
Grammarly, and a course instructor. Results indicated that the experimental
group showed improvements in clarity, logical coherence, and use of evidence,
demonstrating ChatGPT's potential to enhance specific aspects of argumentative
writing. However, the control group performed better in overall language
mechanics and articulation of main arguments, indicating areas where the CGCAW
framework could be further refined. This study highlights the need for further
research to optimize the use of AI tools like ChatGPT in L2 learning
environments to enhance critical thinking and writing skills.","['cs.HC', 'cs.AI', 'I.2.7; K.3.1']","['Simon Suh', 'Jihyuk Bang', 'Ji Woo Han']",2025-03-21,2025-03-21
2503.17004v1,Text2Model: Generating dynamic chemical reactor models using large language models (LLMs),"As large language models have shown remarkable capabilities in conversing via
natural language, the question arises as to how LLMs could potentially assist
chemical engineers in research and industry with domain-specific tasks. We
generate dynamic chemical reactor models in Modelica code format from textual
descriptions as user input. We fine-tune Llama 3.1 8B Instruct on synthetically
generated Modelica code for different reactor scenarios. We compare the
performance of our fine-tuned model to the baseline Llama 3.1 8B Instruct model
and GPT4o. We manually assess the models' predictions regarding the syntactic
and semantic accuracy of the generated dynamic models. We find that
considerable improvements are achieved by the fine-tuned model with respect to
both the semantic and the syntactic accuracy of the Modelica models. However,
the fine-tuned model lacks a satisfactory ability to generalize to unseen
scenarios compared to GPT4o.","['cs.PL', 'cs.CL']","['Sophia Rupprecht', 'Yassine Hounat', 'Monisha Kumar', 'Giacomo Lastrucci', 'Artur M. Schweidtmann']",2025-03-21,2025-03-21
2503.17003v1,A Survey on Personalized Alignment -- The Missing Piece for Large Language Models in Real-World Applications,"Large Language Models (LLMs) have demonstrated remarkable capabilities, yet
their transition to real-world applications reveals a critical limitation: the
inability to adapt to individual preferences while maintaining alignment with
universal human values. Current alignment techniques adopt a one-size-fits-all
approach that fails to accommodate users' diverse backgrounds and needs. This
paper presents the first comprehensive survey of personalized alignment-a
paradigm that enables LLMs to adapt their behavior within ethical boundaries
based on individual preferences. We propose a unified framework comprising
preference memory management, personalized generation, and feedback-based
alignment, systematically analyzing implementation approaches and evaluating
their effectiveness across various scenarios. By examining current techniques,
potential risks, and future challenges, this survey provides a structured
foundation for developing more adaptable and ethically-aligned LLMs.",['cs.CL'],"['Jian Guan', 'Junfei Wu', 'Jia-Nan Li', 'Chuanqi Cheng', 'Wei Wu']",2025-03-21,2025-03-21
2503.17002v1,Targetless 6DoF Calibration of LiDAR and 2D Scanning Radar Based on Cylindrical Occupancy,"Owing to the capability for reliable and all-weather long-range sensing, the
fusion of LiDAR and Radar has been widely applied to autonomous vehicles for
robust perception. In practical operation, well manually calibrated extrinsic
parameters, which are crucial for the fusion of multi-modal sensors, may drift
due to the vibration. To address this issue, we present a novel targetless
calibration approach, termed LiRaCo, for the extrinsic 6DoF calibration of
LiDAR and Radar sensors. Although both types of sensors can obtain geometric
information, bridging the geometric correspondences between multi-modal data
without any clues of explicit artificial markers is nontrivial, mainly due to
the low vertical resolution of scanning Radar. To achieve the targetless
calibration, LiRaCo leverages a spatial occupancy consistency between LiDAR
point clouds and Radar scans in a common cylindrical representation,
considering the increasing data sparsity with distance for both sensors.
Specifically, LiRaCo expands the valid Radar scanned pixels into 3D occupancy
grids to constrain LiDAR point clouds based on spatial consistency.
Consequently, a cost function involving extrinsic calibration parameters is
formulated based on the spatial overlap of 3D grids and LiDAR points. Extrinsic
parameters are finally estimated by optimizing the cost function. Comprehensive
quantitative and qualitative experiments on two real outdoor datasets with
different LiDAR sensors demonstrate the feasibility and accuracy of the
proposed method. The source code will be publicly available.","['cs.RO', 'cs.AI']","['Weimin Wang', 'Yu Du', 'Ting Yang', 'Yu Liu']",2025-03-21,2025-03-21
2503.16997v1,Steady Progress Beats Stagnation: Mutual Aid of Foundation and Conventional Models in Mixed Domain Semi-Supervised Medical Image Segmentation,"Large pretrained visual foundation models exhibit impressive general
capabilities. However, the extensive prior knowledge inherent in these models
can sometimes be a double-edged sword when adapting them to downstream tasks in
specific domains. In the context of semi-supervised medical image segmentation
with domain shift, foundation models like MedSAM tend to make overconfident
predictions, some of which are incorrect. The error accumulation hinders the
effective utilization of unlabeled data and limits further improvements. In
this paper, we introduce a Synergistic training framework for Foundation and
Conventional models (SynFoC) to address the issue. We observe that a
conventional model trained from scratch has the ability to correct the
high-confidence mispredictions of the foundation model, while the foundation
model can supervise it with high-quality pseudo-labels in the early training
stages. Furthermore, to enhance the collaborative training effectiveness of
both models and promote reliable convergence towards optimization, the
consensus-divergence consistency regularization is proposed. We demonstrate the
superiority of our method across four public multi-domain datasets. In
particular, our method improves the Dice score by 10.31\% on the Prostate
dataset. Our code is available at https://github.com/MQinghe/SynFoC .",['cs.CV'],"['Qinghe Ma', 'Jian Zhang', 'Zekun Li', 'Lei Qi', 'Qian Yu', 'Yinghuan Shi']",2025-03-21,2025-03-21
2503.16991v1,TRACE: Time SeRies PArameter EffiCient FinE-tuning,"We propose an efficient fine-tuning method for time series foundation models,
termed TRACE: Time Series Parameter Efficient Fine-tuning. While pretrained
time series foundation models are gaining popularity, they face the following
challenges: (1) Unlike natural language tasks, time series data vary in
frequency, channel numbers, historical/prediction lengths. For long-term
forecasting tasks in particular, tailored fine-tuning can significantly enhance
performance.(2) Existing parameter-efficient tuning methods like LoRA remain
applicable but require adaptation to temporal characteristics.
  To address these challenges, our TRACE framework introduces two key
innovations: (1) Gated DSIC (Gated Dynamic Simulation Importance Calculation),
an unbiased LoRA module importance selection mechanism that ensures conditional
parameter consistency before and after masking. Experiments demonstrate that
Gated DSIC outperforms common fine-tuning. (2) Reconstructed prediction heads
for long-term forecasting tasks, which achieve comparable or superior
performance to linear probing heads while drastically reducing parameter
counts.
  Extensive experiments on long-/short-term forecasting and anomaly detection
tasks across diverse datasets, coupled with ablation studies, validate the
effectiveness of our method.",['cs.LG'],"['Yuze Li', 'Wei Zhu']",2025-03-21,2025-03-21
2503.16988v1,High Accuracy Pulmonary Vessel Segmentation for Contrast and Non-contrast CT Images and Its Clinical Evaluation,"Accurate segmentation of pulmonary vessels plays a very critical role in
diagnosing and assessing various lung diseases. In clinical practice, diagnosis
is typically carried out using CTPA images. However, there is a lack of
high-precision pulmonary vessel segmentation algorithms for CTPA, and pulmonary
vessel segmentation for NCCT poses an even greater challenge. In this study, we
propose a 3D image segmentation algorithm for automated pulmonary vessel
segmentation from both contrast and non-contrast CT images. In the network, we
designed a Vessel Lumen Structure Optimization Module (VLSOM), which extracts
the centerline of vessels and adjusts the weights based on the positional
information and adds a Cl-Dice-Loss to supervise the stability of the vessels
structure. In addition, we designed a method for generating vessel GT from CTPA
to NCCT for training models that support both CTPA and NCCT. In this work, we
used 427 sets of high-precision annotated CT data from multiple vendors and
countries. Finally, our experimental model achieved Cl-Recall, Cl-DICE and
Recall values of 0.879, 0.909, 0.934 (CTPA) and 0.928, 0.936, 0.955 (NCCT)
respectively. This shows that our model has achieved good performance in both
accuracy and completeness of pulmonary vessel segmentation. In clinical visual
evaluation, our model also had good segmentation performance on various disease
types and can assist doctors in medical diagnosis, verifying the great
potential of this method in clinical application.","['eess.IV', 'cs.CV']","['Ying Ming', 'Shaoze Luo', 'Longfei Zhao', 'Qiqi Xu', 'Wei Song']",2025-03-21,2025-03-21
2503.16983v1,Enabling Versatile Controls for Video Diffusion Models,"Despite substantial progress in text-to-video generation, achieving precise
and flexible control over fine-grained spatiotemporal attributes remains a
significant unresolved challenge in video generation research. To address these
limitations, we introduce VCtrl (also termed PP-VCtrl), a novel framework
designed to enable fine-grained control over pre-trained video diffusion models
in a unified manner. VCtrl integrates diverse user-specified control
signals-such as Canny edges, segmentation masks, and human keypoints-into
pretrained video diffusion models via a generalizable conditional module
capable of uniformly encoding multiple types of auxiliary signals without
modifying the underlying generator. Additionally, we design a unified control
signal encoding pipeline and a sparse residual connection mechanism to
efficiently incorporate control representations. Comprehensive experiments and
human evaluations demonstrate that VCtrl effectively enhances controllability
and generation quality. The source code and pre-trained models are publicly
available and implemented using the PaddlePaddle framework at
http://github.com/PaddlePaddle/PaddleMIX/tree/develop/ppdiffusers/examples/ppvctrl.","['cs.CV', 'cs.AI']","['Xu Zhang', 'Hao Zhou', 'Haoming Qin', 'Xiaobin Lu', 'Jiaxing Yan', 'Guanzhong Wang', 'Zeyu Chen', 'Yi Liu']",2025-03-21,2025-03-21
2503.16980v1,Token Dynamics: Towards Efficient and Dynamic Video Token Representation for Video Large Language Models,"Token-based video representation has emerged as a promising approach for
enabling large language models to interpret video content. However, existing
token reduction techniques, such as token pruning and token merging, often
disrupt essential spatial-temporal positional embeddings, failing to adequately
balance computational efficiency with fewer tokens. Consequently, these methods
result in relatively lengthy token sequences, limiting their applicability in
scenarios requiring extreme token compression, such as video large language
models. In this paper, we introduce the novel task of extreme short token
reduction, aiming to represent extensive video sequences with a minimal number
of tokens. To address this challenge, we propose Token Dynamics, a new video
representation framework that dynamically reduces token count while preserving
spatial-temporal coherence. Specifically, we disentangle video representations
by separating visual embeddings from grid-level motion information, structuring
them into: 1. a concise token base, created by clustering tokens that describe
object-level content; 2. a token dynamics map, capturing detailed
spatial-temporal motion patterns across grids. Furthermore, we introduce a
cross-dynamics attention mechanism that integrates motion features into the
token base without increasing token length, thereby maintaining compactness and
spatial-temporal integrity. The experiments demonstrate a reduction of token
count to merely 0.07% of the original tokens, with only a minor performance
drop of 1.13%. Additionally, we propose two novel subtasks within extreme token
reduction (fixed-length and adaptive-length compression), both effectively
representing long token sequences for video-language tasks. Our method offers
significantly lower theoretical complexity, fewer tokens, and enhanced
throughput, thus providing an efficient solution for video LLMs.","['cs.CV', 'cs.AI', 'cs.CL', 'cs.LG']","['Haichao Zhang', 'Zhuowei Li', 'Dimitris Metaxas', 'Yun Fu']",2025-03-21,2025-03-21
2503.16979v1,Instant Gaussian Stream: Fast and Generalizable Streaming of Dynamic Scene Reconstruction via Gaussian Splatting,"Building Free-Viewpoint Videos in a streaming manner offers the advantage of
rapid responsiveness compared to offline training methods, greatly enhancing
user experience. However, current streaming approaches face challenges of high
per-frame reconstruction time (10s+) and error accumulation, limiting their
broader application. In this paper, we propose Instant Gaussian Stream (IGS), a
fast and generalizable streaming framework, to address these issues. First, we
introduce a generalized Anchor-driven Gaussian Motion Network, which projects
multi-view 2D motion features into 3D space, using anchor points to drive the
motion of all Gaussians. This generalized Network generates the motion of
Gaussians for each target frame in the time required for a single inference.
Second, we propose a Key-frame-guided Streaming Strategy that refines each key
frame, enabling accurate reconstruction of temporally complex scenes while
mitigating error accumulation. We conducted extensive in-domain and
cross-domain evaluations, demonstrating that our approach can achieve streaming
with a average per-frame reconstruction time of 2s+, alongside a enhancement in
view synthesis quality.",['cs.CV'],"['Jinbo Yan', 'Rui Peng', 'Zhiyan Wang', 'Luyang Tang', 'Jiayu Yang', 'Jie Liang', 'Jiahao Wu', 'Ronggang Wang']",2025-03-21,2025-03-21
2503.16978v1,Real-Time Diffusion Policies for Games: Enhancing Consistency Policies with Q-Ensembles,"Diffusion models have shown impressive performance in capturing complex and
multi-modal action distributions for game agents, but their slow inference
speed prevents practical deployment in real-time game environments. While
consistency models offer a promising approach for one-step generation, they
often suffer from training instability and performance degradation when applied
to policy learning. In this paper, we present CPQE (Consistency Policy with
Q-Ensembles), which combines consistency models with Q-ensembles to address
these challenges.CPQE leverages uncertainty estimation through Q-ensembles to
provide more reliable value function approximations, resulting in better
training stability and improved performance compared to classic double
Q-network methods. Our extensive experiments across multiple game scenarios
demonstrate that CPQE achieves inference speeds of up to 60 Hz -- a significant
improvement over state-of-the-art diffusion policies that operate at only 20 Hz
-- while maintaining comparable performance to multi-step diffusion approaches.
CPQE consistently outperforms state-of-the-art consistency model approaches,
showing both higher rewards and enhanced training stability throughout the
learning process. These results indicate that CPQE offers a practical solution
for deploying diffusion-based policies in games and other real-time
applications where both multi-modal behavior modeling and rapid inference are
critical requirements.",['cs.AI'],"['Ruoqi Zhang', 'Ziwei Luo', 'Jens Sjölund', 'Per Mattsson', 'Linus Gisslén', 'Alessandro Sestini']",2025-03-21,2025-03-21
2503.16976v1,GeoT: Geometry-guided Instance-dependent Transition Matrix for Semi-supervised Tooth Point Cloud Segmentation,"Achieving meticulous segmentation of tooth point clouds from intra-oral scans
stands as an indispensable prerequisite for various orthodontic applications.
Given the labor-intensive nature of dental annotation, a significant amount of
data remains unlabeled, driving increasing interest in semi-supervised
approaches. One primary challenge of existing semi-supervised medical
segmentation methods lies in noisy pseudo labels generated for unlabeled data.
To address this challenge, we propose GeoT, the first framework that employs
instance-dependent transition matrix (IDTM) to explicitly model noise in pseudo
labels for semi-supervised dental segmentation. Specifically, to handle the
extensive solution space of IDTM arising from tens of thousands of dental
points, we introduce tooth geometric priors through two key components:
point-level geometric regularization (PLGR) to enhance consistency between
point adjacency relationships in 3D and IDTM spaces, and class-level geometric
smoothing (CLGS) to leverage the fixed spatial distribution of tooth categories
for optimal IDTM estimation. Extensive experiments performed on the public
Teeth3DS dataset and private dataset demonstrate that our method can make full
utilization of unlabeled data to facilitate segmentation, achieving performance
comparable to fully supervised methods with only $20\%$ of the labeled data.","['cs.CV', 'cs.AI']","['Weihao Yu', 'Xiaoqing Guo', 'Chenxin Li', 'Yifan Liu', 'Yixuan Yuan']",2025-03-21,2025-03-21
2503.16975v1,EasyRobust: A Comprehensive and Easy-to-use Toolkit for Robust and Generalized Vision,"Deep neural networks (DNNs) has shown great promise in computer vision tasks.
However, machine vision achieved by DNNs cannot be as robust as human
perception. Adversarial attacks and data distribution shifts have been known as
two major scenarios which degrade machine performance and obstacle the wide
deployment of machines ""in the wild"". In order to break these obstructions and
facilitate the research of model robustness, we develop EasyRobust, a
comprehensive and easy-to-use toolkit for training, evaluation and analysis of
robust vision models. EasyRobust targets at two types of robustness: 1)
Adversarial robustness enables the model to defense against malicious inputs
crafted by worst-case perturbations, also known as adversarial examples; 2)
Non-adversarial robustness enhances the model performance on natural test
images with corruptions or distribution shifts. Thorough benchmarks on image
classification enable EasyRobust to provide an accurate robustness evaluation
on vision models. We wish our EasyRobust can help for training
practically-robust models and promote academic and industrial progress in
closing the gap between human and machine vision. Codes and models of
EasyRobust have been open-sourced in https://github.com/alibaba/easyrobust.",['cs.CV'],"['Xiaofeng Mao', 'Yuefeng Chen', 'Rong Zhang', 'Hui Xue', 'Zhao Li', 'Hang Su']",2025-03-21,2025-03-21
2503.16974v1,Assessing Consistency and Reproducibility in the Outputs of Large Language Models: Evidence Across Diverse Finance and Accounting Tasks,"This study provides the first comprehensive assessment of consistency and
reproducibility in Large Language Model (LLM) outputs in finance and accounting
research. We evaluate how consistently LLMs produce outputs given identical
inputs through extensive experimentation with 50 independent runs across five
common tasks: classification, sentiment analysis, summarization, text
generation, and prediction. Using three OpenAI models (GPT-3.5-turbo,
GPT-4o-mini, and GPT-4o), we generate over 3.4 million outputs from diverse
financial source texts and data, covering MD&As, FOMC statements, finance news
articles, earnings call transcripts, and financial statements. Our findings
reveal substantial but task-dependent consistency, with binary classification
and sentiment analysis achieving near-perfect reproducibility, while complex
tasks show greater variability. More advanced models do not consistently
demonstrate better consistency and reproducibility, with task-specific patterns
emerging. LLMs significantly outperform expert human annotators in consistency
and maintain high agreement even where human experts significantly disagree. We
further find that simple aggregation strategies across 3-5 runs dramatically
improve consistency. Simulation analysis reveals that despite measurable
inconsistency in LLM outputs, downstream statistical inferences remain
remarkably robust. These findings address concerns about what we term
""G-hacking,"" the selective reporting of favorable outcomes from multiple
Generative AI runs, by demonstrating that such risks are relatively low for
finance and accounting tasks.","['q-fin.GN', 'cs.AI', 'cs.CE', 'cs.CL', 'cs.LG']","['Julian Junyan Wang', 'Victor Xiaoqi Wang']",2025-03-21,2025-03-21
2503.16973v1,ARFlow: Human Action-Reaction Flow Matching with Physical Guidance,"Human action-reaction synthesis, a fundamental challenge in modeling causal
human interactions, plays a critical role in applications ranging from virtual
reality to social robotics. While diffusion-based models have demonstrated
promising performance, they exhibit two key limitations for interaction
synthesis: reliance on complex noise-to-reaction generators with intricate
conditional mechanisms, and frequent physical violations in generated motions.
To address these issues, we propose Action-Reaction Flow Matching (ARFlow), a
novel framework that establishes direct action-to-reaction mappings,
eliminating the need for complex conditional mechanisms. Our approach
introduces two key innovations: an x1-prediction method that directly outputs
human motions instead of velocity fields, enabling explicit constraint
enforcement; and a training-free, gradient-based physical guidance mechanism
that effectively prevents body penetration artifacts during sampling. Extensive
experiments on NTU120 and Chi3D datasets demonstrate that ARFlow not only
outperforms existing methods in terms of Fr\'echet Inception Distance and
motion diversity but also significantly reduces body collisions, as measured by
our new Intersection Volume and Intersection Frequency metrics.","['cs.CV', 'cs.AI']","['Wentao Jiang', 'Jingya Wang', 'Haotao Lu', 'Kaiyang Ji', 'Baoxiong Jia', 'Siyuan Huang', 'Ye Shi']",2025-03-21,2025-03-21
2503.16970v1,Distilling Monocular Foundation Model for Fine-grained Depth Completion,"Depth completion involves predicting dense depth maps from sparse LiDAR
inputs. However, sparse depth annotations from sensors limit the availability
of dense supervision, which is necessary for learning detailed geometric
features. In this paper, we propose a two-stage knowledge distillation
framework that leverages powerful monocular foundation models to provide dense
supervision for depth completion. In the first stage, we introduce a
pre-training strategy that generates diverse training data from natural images,
which distills geometric knowledge to depth completion. Specifically, we
simulate LiDAR scans by utilizing monocular depth and mesh reconstruction,
thereby creating training data without requiring ground-truth depth. Besides,
monocular depth estimation suffers from inherent scale ambiguity in real-world
settings. To address this, in the second stage, we employ a scale- and
shift-invariant loss (SSI Loss) to learn real-world scales when fine-tuning on
real-world datasets. Our two-stage distillation framework enables depth
completion models to harness the strengths of monocular foundation models.
Experimental results demonstrate that models trained with our two-stage
distillation framework achieve state-of-the-art performance, ranking
\textbf{first place} on the KITTI benchmark. Code is available at
https://github.com/Sharpiless/DMD3C",['cs.CV'],"['Yingping Liang', 'Yutao Hu', 'Wenqi Shao', 'Ying Fu']",2025-03-21,2025-03-21
2503.16965v1,When Words Outperform Vision: VLMs Can Self-Improve Via Text-Only Training For Human-Centered Decision Making,"Embodied decision-making is fundamental for AI agents operating in real-world
environments. While Visual Language Models (VLMs) have advanced this
capability, they still struggle with complex decisions, particularly in
human-centered situations that require deep reasoning about human needs and
values. In this study, we systematically evaluate open-sourced VLMs on
multimodal human-centered decision-making tasks. We find that LLMs receiving
only textual descriptions unexpectedly outperform their VLM counterparts of
similar scale that process actual images, suggesting that visual alignment may
hinder VLM abilities. To address this challenge, we propose a novel text-only
training approach with synthesized textual data. This method strengthens VLMs'
language components and transfers the learned abilities to multimodal
inference, eliminating the need for expensive image-text paired data.
Furthermore, we show that VLMs can achieve substantial performance gains
through self-improvement, using training data generated by their LLM
counterparts rather than relying on larger teacher models like GPT-4. Our
findings establish a more efficient and scalable approach to enhancing VLMs'
human-centered decision-making capabilities, opening new avenues for optimizing
VLMs through self-improvement mechanisms.","['cs.CL', 'cs.CV']","['Zhe Hu', 'Jing Li', 'Yu Yin']",2025-03-21,2025-03-21
2503.16964v1,DroneSplat: 3D Gaussian Splatting for Robust 3D Reconstruction from In-the-Wild Drone Imagery,"Drones have become essential tools for reconstructing wild scenes due to
their outstanding maneuverability. Recent advances in radiance field methods
have achieved remarkable rendering quality, providing a new avenue for 3D
reconstruction from drone imagery. However, dynamic distractors in wild
environments challenge the static scene assumption in radiance fields, while
limited view constraints hinder the accurate capture of underlying scene
geometry. To address these challenges, we introduce DroneSplat, a novel
framework designed for robust 3D reconstruction from in-the-wild drone imagery.
Our method adaptively adjusts masking thresholds by integrating local-global
segmentation heuristics with statistical approaches, enabling precise
identification and elimination of dynamic distractors in static scenes. We
enhance 3D Gaussian Splatting with multi-view stereo predictions and a
voxel-guided optimization strategy, supporting high-quality rendering under
limited view constraints. For comprehensive evaluation, we provide a
drone-captured 3D reconstruction dataset encompassing both dynamic and static
scenes. Extensive experiments demonstrate that DroneSplat outperforms both 3DGS
and NeRF baselines in handling in-the-wild drone imagery.",['cs.CV'],"['Jiadong Tang', 'Yu Gao', 'Dianyi Yang', 'Liqi Yan', 'Yufeng Yue', 'Yi Yang']",2025-03-21,2025-03-21
2503.16963v1,Center-guided Classifier for Semantic Segmentation of Remote Sensing Images,"Compared with natural images, remote sensing images (RSIs) have the unique
characteristic. i.e., larger intraclass variance, which makes semantic
segmentation for remote sensing images more challenging. Moreover, existing
semantic segmentation models for remote sensing images usually employ a vanilla
softmax classifier, which has three drawbacks: (1) non-direct supervision for
the pixel representations during training; (2) inadequate modeling ability of
parametric softmax classifiers under large intraclass variance; and (3) opaque
process of classification decision. In this paper, we propose a novel
classifier (called CenterSeg) customized for RSI semantic segmentation, which
solves the abovementioned problems with multiple prototypes, direct supervision
under Grassmann manifold, and interpretability strategy. Specifically, for each
class, our CenterSeg obtains local class centers by aggregating corresponding
pixel features based on ground-truth masks, and generates multiple prototypes
through hard attention assignment and momentum updating. In addition, we
introduce the Grassmann manifold and constrain the joint embedding space of
pixel features and prototypes based on two additional regularization terms.
Especially, during the inference, CenterSeg can further provide
interpretability to the model by restricting the prototype as a sample of the
training set. Experimental results on three remote sensing segmentation
datasets validate the effectiveness of the model. Besides the superior
performance, CenterSeg has the advantages of simplicity, lightweight,
compatibility, and interpretability. Code is available at
https://github.com/xwmaxwma/rssegmentation.",['cs.CV'],"['Wei Zhang', 'Mengting Ma', 'Yizhen Jiang', 'Rongrong Lian', 'Zhenkai Wu', 'Kangning Cui', 'Xiaowen Ma']",2025-03-21,2025-03-21
